384.686169074	1
384.693499888	0
385.141685328	1
385.141810194	2
385.151559357	1
385.151971176	2
385.152826219	1
385.154901929	0
385.162022921	1
385.182327130	0
385.182567807	1
385.182585377	2
385.182664989	3
385.182699640	4
385.195635748	3
385.196209787	2
385.205980354	1
385.206734597	0
385.214014647	1
385.223856454	0
385.231022039	1
385.237867817	0
385.367539711	1
385.373684282	0
386.092419502	1
386.097512966	0
386.100671537	1
386.100691921	2
386.100701655	3
386.100710428	4
386.100719383	5
386.100727800	6
386.100736193	7
386.100745269	8
386.100753973	9
386.100763084	10
386.100773012	11
386.100782293	12
386.100793262	13
386.100802607	14
386.100811567	15
386.100821730	16
386.100830735	17
386.100839541	18
386.100848355	19
386.100857754	20
386.100870573	21
386.100879203	22
386.100888512	23
386.100897559	24
386.100907680	25
386.100916610	26
386.100926999	27
386.100936056	28
386.100945457	29
386.100954463	30
386.100962945	31
386.100972193	31
386.113467587	30
386.115114536	29
386.116630314	28
386.117354320	27
386.118077452	26
386.118794328	25
386.119490909	24
386.120183778	23
386.120856411	22
386.121449638	21
386.122017383	20
386.122597951	19
386.123159113	18
386.123699121	17
386.124231329	16
386.124742160	15
386.125249624	14
386.125758373	13
386.126252492	12
386.126732874	11
386.127202354	10
386.127670420	9
386.128113828	8
386.128551788	7
386.128989357	6
386.129643764	5
386.129882833	4
386.130290382	3
386.130673382	2
386.131046143	1
386.131400554	0
386.131776669	0
386.144753219	1
386.150823190	0
386.158045941	1
386.174092416	0
386.174393256	1
386.175048536	0
386.175186471	1
386.186430163	0
386.186531538	1
386.191303719	0
386.191415381	1
386.193277195	0
386.193358622	1
386.197791116	0
386.197852771	1
386.202367347	0
386.202439872	1
386.203347453	2
386.204563215	1
386.204621011	2
386.205704022	1
386.206316386	0
386.207971694	1
386.208809744	0
386.213559214	1
386.214488053	0
386.214563667	1
386.214581385	2
386.214591652	3
386.216609604	2
386.223473399	1
386.223681093	2
386.232658391	1
386.232814915	2
386.233485169	1
386.240352439	0
386.249203312	1
386.259332520	0
386.259597671	1
386.270948165	0
386.271152060	1
386.277068172	0
386.277149644	1
386.280576384	0
386.280670799	1
386.290120673	0
386.290207226	1
386.300880318	0
386.300992969	1
386.310324242	0
386.310414599	1
386.311669807	0
386.311735956	1
386.318085604	0
386.318189859	1
386.321229402	0
386.321293597	1
386.322127446	0
386.322160774	1
386.324229019	0
386.324288685	1
386.335650414	0
386.335762573	1
386.340674969	0
386.340749830	1
386.342678603	0
386.342737188	1
386.351009473	0
386.351107754	1
386.359987972	0
386.360066369	1
386.361596752	0
386.361655817	1
386.366867563	0
386.366962505	1
386.369553238	0
386.369641338	1
386.371567497	0
386.371669076	1
386.381855594	0
386.381923243	1
386.383277951	0
386.383339277	1
386.384975772	0
386.385087945	1
386.393759061	0
386.393812091	1
386.401336038	0
386.401419257	1
386.405819750	0
386.405890355	1
386.412188591	0
386.412249036	1
386.419508674	0
386.419586991	1
386.420837799	0
386.420905849	1
386.423843176	0
386.423898517	1
386.427214731	0
386.427266041	1
386.429188541	0
386.429239525	1
386.439282848	0
386.439391134	1
386.448203194	0
386.448331864	1
386.452798763	0
386.452906076	1
386.458300145	0
386.458385080	1
386.459054006	0
386.459256786	1
386.465117669	0
386.465206911	1
386.466374126	0
386.466453821	1
386.467757476	0
386.467836863	1
386.478389563	0
386.478488407	1
386.484927392	0
386.485030806	1
386.486178766	0
386.486233412	1
386.486272993	2
386.487464367	1
386.495590093	0
386.495674924	1
386.502042703	0
386.502133018	1
386.513174522	0
386.513243908	1
386.521779167	0
386.521861141	1
386.523043729	0
386.523132281	1
386.523795580	0
386.523884321	1
386.528240084	0
386.528312143	1
386.536012752	0
386.536092754	1
386.543068657	0
386.543140814	1
386.543740092	0
386.544063454	1
386.552802854	0
386.552892925	1
386.555459667	0
386.555564719	1
386.563770059	0
386.563845490	1
386.564551210	0
386.565259855	1
386.577846791	0
386.577925634	1
386.583565648	0
386.583752747	1
386.589407434	0
386.589519468	1
386.596493178	0
386.596593541	1
386.596629926	2
386.597975621	1
386.598194627	2
386.599142953	1
386.599218512	2
386.600436995	1
386.608045895	0
386.608215275	1
386.608271295	2
386.609577230	1
386.609764144	2
386.610694534	1
386.611080457	2
386.611595513	1
386.612576913	0
386.612641393	1
386.614219874	0
386.614257073	1
386.614946851	0
386.615071771	1
386.615814400	0
386.616129845	1
386.617388888	0
386.617690348	1
386.626268589	0
386.626443453	1
386.639368351	0
386.639449281	1
386.644572152	0
386.644647267	1
386.648686752	0
386.648761082	1
386.650603858	0
386.650680475	1
386.656871408	0
386.656944999	1
386.661723348	0
386.661804063	1
386.672216161	0
386.672298993	1
386.674159541	0
386.674238823	1
386.674271894	2
386.677923995	1
386.678030919	2
386.679370813	1
386.698538961	0
386.698619029	1
386.705395509	0
386.705519734	1
386.712188049	0
386.712262735	1
386.713282914	0
386.713367625	1
386.718534570	0
386.718623092	1
386.719960839	0
386.720042955	1
386.720434626	0
386.720523076	1
386.725264091	0
386.725338581	1
386.726596262	0
386.726684390	1
386.727639501	0
386.727716070	1
386.729251609	0
386.729329025	1
386.729360232	2
386.741738339	1
386.749149845	0
386.749257140	1
386.750471147	0
386.750560696	1
386.751896543	0
386.751967554	1
386.761845986	0
386.761928441	1
386.766168818	0
386.766236932	1
386.773965862	0
386.774066617	1
386.783868020	0
386.784110209	1
386.784141031	2
386.784931625	1
386.790645325	0
386.790912217	1
386.792165129	0
386.792244085	1
386.793354135	0
386.793443616	1
386.806192038	0
386.806277782	1
386.810268500	0
386.810379506	1
386.810981774	0
386.811059399	1
386.811828889	0
386.811909514	1
386.813230436	0
386.813311647	1
386.819634757	0
386.819715282	1
386.824221998	0
386.824309269	1
386.825560459	0
386.825803132	1
386.826867663	0
386.826942679	1
386.827899738	0
386.827986072	1
386.838176862	0
386.838256118	1
386.839674325	0
386.839755522	1
386.840826826	0
386.840920559	1
386.842198853	0
386.842278726	1
386.843959202	0
386.844081501	1
386.845702591	0
386.845773261	1
386.848130656	0
386.848238748	1
386.848348204	2
386.849736923	1
386.850860868	0
386.850942945	1
386.861826763	0
386.861907068	1
386.863118491	0
386.863201240	1
386.870504540	0
386.870620059	1
386.870693288	2
386.871681164	1
386.871762651	2
386.873208006	1
386.873272246	2
386.874158433	1
386.875315769	0
386.875405354	1
386.887096600	0
386.887180797	1
386.898079782	0
386.898157150	1
386.898260672	2
386.902337172	1
386.906799321	0
386.906867778	1
386.907946952	0
386.908053822	1
386.908953759	0
386.909057712	1
386.910268648	0
386.910352493	1
386.911594251	0
386.911707936	1
386.913073552	0
386.913152798	1
386.913199735	2
386.913744014	1
386.915200231	0
386.915311284	1
386.927252436	0
386.927319782	1
386.928090503	0
386.928159142	1
386.929327381	0
386.929399296	1
386.930870565	0
386.930940052	1
386.932667859	0
386.932750304	1
386.933583214	0
386.933713464	1
386.933764422	2
386.934180935	1
386.935218683	0
386.935417970	1
386.936797696	0
386.936964134	1
386.938098766	0
386.938183617	1
386.947127279	0
386.947214865	1
386.947430149	2
386.948417571	1
386.948486138	2
386.948866791	1
386.956001192	0
386.956111329	1
386.968568354	0
386.981082987	1
386.981098913	2
386.981106653	3
386.981114129	4
386.981121522	5
386.981129182	6
386.981136715	7
386.981145322	8
386.981152436	9
386.981161435	10
386.981168801	11
386.981176501	12
386.981184597	13
386.981191535	14
386.981198424	15
386.981205226	16
386.981212180	17
386.981219157	18
386.981226233	19
386.981233121	20
386.981242731	21
386.981250106	22
386.981258510	23
386.981266988	24
386.981274270	25
386.981281202	26
386.981288484	27
386.981295953	28
386.981303851	29
386.981311045	30
386.981318031	31
386.993167676	30
386.994736975	29
386.995495006	28
386.996220493	27
386.996854916	26
386.997458669	25
386.998083336	24
386.998682226	23
386.999250850	22
386.999816424	21
387.000381162	20
387.000925393	19
387.001465618	18
387.002000518	17
387.002530283	16
387.003039260	15
387.003508978	14
387.004021176	13
387.004514729	12
387.005025615	11
387.005521599	10
387.005938027	9
387.006418715	8
387.006825200	7
387.007257561	6
387.007672359	5
387.008079718	4
387.008460298	3
387.008833557	2
387.009188877	1
387.009541251	0
387.020870018	1
387.020882155	2
387.020890180	3
387.020897935	4
387.020907152	5
387.020914521	6
387.020922102	7
387.020932000	8
387.020939798	9
387.020947614	10
387.020955321	11
387.020963045	12
387.020970975	13
387.020978770	14
387.020986759	15
387.020994706	16
387.021002624	17
387.021017782	18
387.021030532	19
387.021038186	20
387.021046148	21
387.021053878	22
387.021061627	23
387.021069318	24
387.021077265	25
387.021085101	26
387.021092942	27
387.021101544	28
387.021109329	29
387.021117582	30
387.021125726	31
387.027889746	30
387.028359325	29
387.028709131	28
387.028907986	27
387.029123563	26
387.029337315	25
387.029536477	24
387.029749489	23
387.029946250	22
387.030157284	21
387.030325121	20
387.030508239	19
387.030673684	18
387.030856393	17
387.031039921	16
387.031204053	15
387.031368325	14
387.031550248	13
387.031714638	12
387.031894902	11
387.032059064	10
387.032238418	9
387.032400565	8
387.032562279	7
387.032724357	6
387.032902247	5
387.033063626	4
387.033222556	3
387.033380873	2
387.033539560	1
387.033696769	0
387.033962572	1
387.041322997	0
387.041481323	1
387.042476520	0
387.042601989	1
387.042611643	2
387.042619317	3
387.042627235	4
387.042636504	5
387.042645438	6
387.042653141	7
387.042661096	8
387.042668859	9
387.042677274	10
387.042684974	11
387.042692805	12
387.042700848	13
387.042708760	14
387.042719129	15
387.042726899	16
387.042735103	17
387.042743138	18
387.042752948	19
387.042760611	20
387.042768094	21
387.042776002	22
387.042783715	23
387.042791379	24
387.042801634	25
387.042809195	26
387.042816692	27
387.042825205	28
387.042832901	29
387.042840570	30
387.042848620	31
387.042856544	31
387.054156150	30
387.055727291	29
387.057264848	28
387.057968302	27
387.058683400	26
387.059381375	25
387.060077000	24
387.060763522	23
387.061341232	22
387.061930819	21
387.062499415	20
387.063045581	19
387.063604373	18
387.064143528	17
387.064677512	16
387.065191317	15
387.065715348	14
387.066201805	13
387.066705084	12
387.067180947	11
387.067653405	10
387.068123277	9
387.068569307	8
387.069029336	7
387.069516636	6
387.069955879	5
387.070386182	4
387.070777905	3
387.071157029	2
387.071529877	1
387.071900770	0
387.072253818	0
387.085584353	1
387.090358814	0
387.091333220	1
387.091343943	2
387.091351836	3
387.091360371	4
387.091368017	5
387.091375468	6
387.091383131	7
387.091390580	8
387.091397851	9
387.091406256	10
387.091415434	11
387.091423669	12
387.091431436	13
387.091438866	14
387.091447499	15
387.091455259	16
387.091462694	17
387.091470417	18
387.091477878	19
387.091488225	20
387.091496571	21
387.091504106	22
387.091511885	23
387.091519324	24
387.091528146	25
387.091535871	26
387.091543938	27
387.091551725	28
387.091559696	29
387.091568000	30
387.091576049	31
387.091586787	31
387.104749030	30
387.106302265	29
387.107404005	28
387.108055116	27
387.108666745	26
387.109290569	25
387.109875416	24
387.110474373	23
387.111069518	22
387.111628283	21
387.112196210	20
387.112759802	19
387.113300891	18
387.113838475	17
387.114372144	16
387.114883917	15
387.115406276	14
387.115948996	13
387.116457660	12
387.116959760	11
387.117436575	10
387.117907205	9
387.118354953	8
387.118795732	7
387.119233885	6
387.119666821	5
387.120079419	4
387.120484961	3
387.120867957	2
387.121224510	1
387.121595336	0
387.121947368	0
387.136747802	1
387.144761481	0
387.146225015	1
387.146598446	0
387.147274393	1
387.151763774	0
387.153590012	1
387.154085319	0
387.154440207	1
387.155389357	0
387.155909731	1
387.155915687	2
387.155920296	3
387.155924679	4
387.155929021	5
387.155934710	6
387.155938998	7
387.155943538	8
387.155947961	9
387.155952552	10
387.155958699	11
387.155963350	12
387.155967664	13
387.155972118	14
387.155976453	15
387.155981134	16
387.155985667	17
387.155990186	18
387.155994954	19
387.156000175	20
387.156008652	21
387.156013342	22
387.156019065	23
387.156023903	24
387.156029040	25
387.156033635	26
387.156038099	27
387.156043109	28
387.156047629	29
387.156052161	30
387.156057057	31
387.156061663	31
387.167325434	30
387.168898531	29
387.169971520	28
387.170701573	27
387.171921834	26
387.172586741	25
387.173309846	24
387.174002325	23
387.174670071	22
387.175312059	21
387.175881509	20
387.176447653	19
387.176977667	18
387.177518726	17
387.178054621	16
387.178590864	15
387.179116788	14
387.179621522	13
387.180124537	12
387.180605202	11
387.181078738	10
387.181545906	9
387.181995508	8
387.182458385	7
387.182898017	6
387.183318154	5
387.183760789	4
387.184230254	3
387.184615209	2
387.184993026	1
387.185365580	0
387.185714398	0
387.193878350	1
387.193888100	2
387.193896886	3
387.193906005	4
